,win_0,win_1,win_2,win_3,win_4,win_5,win_6,win_7,win_8,win_9,win_10,win_11,win_12,win_13,win_14,win_15,win_16,win_17,win_18,win_19
0,0.056,0.059,0.038,0.052,0.042,0.039,0.049,0.036,0.042,0.034,0.099,0.046,0.041,0.057,0.053,0.043,0.047,0.066,0.049,0.052
1,0.052,0.045,0.038,0.057,0.048,0.05,0.043,0.046,0.043,0.038,0.107,0.038,0.048,0.034,0.052,0.049,0.051,0.05,0.054,0.057
2,0.063,0.042,0.047,0.037,0.055,0.044,0.04,0.041,0.034,0.044,0.131,0.038,0.046,0.042,0.04,0.05,0.043,0.043,0.059,0.061
3,0.059,0.046,0.045,0.057,0.042,0.048,0.039,0.038,0.055,0.039,0.118,0.041,0.056,0.041,0.043,0.053,0.051,0.053,0.038,0.038
4,0.04,0.057,0.054,0.047,0.048,0.042,0.041,0.041,0.049,0.05,0.096,0.044,0.054,0.045,0.048,0.042,0.053,0.053,0.052,0.044
5,0.052,0.062,0.044,0.058,0.039,0.034,0.046,0.03,0.047,0.038,0.138,0.038,0.046,0.042,0.041,0.052,0.055,0.043,0.049,0.046
6,0.059,0.05,0.056,0.047,0.045,0.038,0.028,0.043,0.045,0.038,0.104,0.046,0.046,0.048,0.043,0.045,0.042,0.064,0.059,0.054
7,0.054,0.047,0.047,0.057,0.052,0.051,0.036,0.041,0.039,0.047,0.096,0.036,0.042,0.048,0.042,0.052,0.045,0.046,0.064,0.058
8,0.037,0.052,0.049,0.052,0.033,0.049,0.037,0.039,0.042,0.047,0.13,0.051,0.047,0.05,0.04,0.042,0.046,0.058,0.062,0.037
9,0.063,0.047,0.049,0.062,0.041,0.036,0.037,0.04,0.052,0.051,0.117,0.041,0.038,0.05,0.04,0.046,0.036,0.043,0.056,0.055
10,0.053,0.043,0.048,0.044,0.034,0.043,0.035,0.049,0.047,0.036,0.109,0.039,0.046,0.044,0.065,0.042,0.056,0.052,0.064,0.051
11,0.059,0.042,0.05,0.046,0.05,0.049,0.043,0.047,0.05,0.039,0.101,0.036,0.046,0.041,0.039,0.042,0.059,0.053,0.06,0.048
12,0.059,0.037,0.044,0.048,0.029,0.039,0.049,0.047,0.043,0.04,0.102,0.046,0.059,0.044,0.056,0.037,0.044,0.057,0.061,0.059
13,0.041,0.049,0.047,0.044,0.041,0.047,0.045,0.052,0.042,0.042,0.103,0.039,0.055,0.059,0.035,0.044,0.051,0.046,0.057,0.061
14,0.041,0.049,0.034,0.038,0.05,0.047,0.05,0.055,0.033,0.053,0.099,0.045,0.051,0.039,0.042,0.045,0.065,0.061,0.049,0.054
15,0.055,0.054,0.055,0.041,0.051,0.042,0.046,0.051,0.039,0.025,0.111,0.033,0.046,0.046,0.048,0.056,0.06,0.04,0.048,0.053
16,0.052,0.052,0.046,0.051,0.042,0.05,0.04,0.039,0.045,0.051,0.116,0.047,0.046,0.051,0.031,0.042,0.039,0.052,0.052,0.056
17,0.051,0.044,0.054,0.058,0.047,0.048,0.039,0.038,0.042,0.042,0.105,0.046,0.049,0.049,0.047,0.036,0.05,0.054,0.051,0.05
18,0.049,0.033,0.056,0.055,0.049,0.047,0.042,0.042,0.041,0.044,0.096,0.025,0.053,0.054,0.056,0.056,0.048,0.049,0.041,0.064
19,0.066,0.057,0.049,0.051,0.049,0.038,0.036,0.042,0.042,0.039,0.102,0.038,0.052,0.051,0.046,0.046,0.048,0.056,0.057,0.035
20,0.051,0.057,0.048,0.037,0.046,0.052,0.037,0.037,0.047,0.036,0.112,0.047,0.045,0.048,0.052,0.041,0.057,0.049,0.045,0.056
21,0.051,0.041,0.06,0.052,0.044,0.038,0.039,0.046,0.041,0.044,0.11,0.038,0.043,0.056,0.049,0.042,0.057,0.053,0.045,0.051
22,0.055,0.057,0.042,0.046,0.04,0.033,0.033,0.038,0.043,0.041,0.13,0.053,0.062,0.043,0.042,0.059,0.05,0.049,0.046,0.038
23,0.039,0.051,0.048,0.045,0.047,0.03,0.046,0.038,0.05,0.044,0.107,0.053,0.055,0.038,0.048,0.04,0.041,0.05,0.066,0.064
24,0.052,0.048,0.041,0.053,0.04,0.031,0.043,0.051,0.045,0.037,0.101,0.044,0.052,0.041,0.046,0.058,0.049,0.058,0.057,0.053
25,0.046,0.064,0.054,0.057,0.046,0.045,0.038,0.041,0.052,0.04,0.1,0.038,0.039,0.059,0.045,0.046,0.042,0.043,0.058,0.047
26,0.058,0.043,0.036,0.054,0.053,0.032,0.043,0.042,0.037,0.05,0.108,0.048,0.064,0.062,0.053,0.037,0.039,0.04,0.052,0.049
27,0.054,0.055,0.04,0.035,0.049,0.032,0.051,0.039,0.05,0.053,0.106,0.042,0.055,0.049,0.043,0.048,0.047,0.055,0.044,0.053
28,0.058,0.054,0.044,0.057,0.043,0.044,0.037,0.046,0.048,0.041,0.111,0.048,0.039,0.043,0.041,0.062,0.051,0.043,0.048,0.042
29,0.047,0.05,0.043,0.039,0.05,0.042,0.043,0.043,0.036,0.04,0.115,0.05,0.062,0.05,0.044,0.054,0.038,0.057,0.044,0.053
30,0.053,0.052,0.05,0.051,0.052,0.047,0.048,0.041,0.039,0.047,0.101,0.044,0.049,0.048,0.038,0.046,0.047,0.05,0.048,0.049
31,0.055,0.042,0.048,0.049,0.047,0.05,0.053,0.045,0.04,0.049,0.107,0.04,0.049,0.031,0.039,0.039,0.053,0.055,0.06,0.049
32,0.057,0.052,0.041,0.043,0.036,0.032,0.055,0.047,0.036,0.046,0.108,0.046,0.062,0.041,0.053,0.046,0.05,0.054,0.042,0.053
33,0.046,0.039,0.051,0.049,0.045,0.05,0.04,0.044,0.044,0.055,0.099,0.042,0.042,0.061,0.041,0.03,0.056,0.052,0.051,0.063
34,0.053,0.056,0.046,0.042,0.043,0.046,0.046,0.035,0.057,0.043,0.121,0.038,0.04,0.045,0.041,0.058,0.041,0.041,0.052,0.056
35,0.055,0.047,0.047,0.053,0.046,0.042,0.041,0.04,0.038,0.038,0.112,0.044,0.055,0.045,0.051,0.051,0.049,0.044,0.051,0.051
36,0.053,0.04,0.052,0.049,0.039,0.047,0.032,0.04,0.048,0.035,0.126,0.055,0.044,0.043,0.042,0.043,0.047,0.058,0.052,0.055
37,0.049,0.053,0.047,0.055,0.047,0.046,0.039,0.034,0.042,0.038,0.113,0.052,0.04,0.045,0.046,0.044,0.057,0.055,0.041,0.057
38,0.057,0.041,0.049,0.052,0.033,0.042,0.056,0.029,0.03,0.042,0.12,0.05,0.055,0.047,0.053,0.048,0.057,0.055,0.042,0.042
39,0.065,0.042,0.046,0.045,0.045,0.042,0.049,0.039,0.058,0.042,0.114,0.057,0.037,0.039,0.043,0.042,0.048,0.04,0.063,0.044
40,0.059,0.044,0.04,0.046,0.043,0.044,0.05,0.049,0.04,0.044,0.104,0.046,0.041,0.056,0.039,0.046,0.043,0.046,0.055,0.065
41,0.05,0.044,0.053,0.043,0.046,0.037,0.05,0.043,0.055,0.033,0.109,0.038,0.049,0.036,0.048,0.049,0.05,0.051,0.049,0.067
42,0.044,0.057,0.052,0.043,0.044,0.035,0.04,0.039,0.054,0.044,0.119,0.046,0.043,0.047,0.049,0.042,0.049,0.051,0.051,0.051
43,0.063,0.046,0.043,0.05,0.043,0.046,0.033,0.043,0.048,0.049,0.113,0.037,0.049,0.038,0.039,0.048,0.053,0.064,0.052,0.043
44,0.046,0.054,0.057,0.055,0.054,0.041,0.039,0.042,0.048,0.054,0.102,0.032,0.04,0.043,0.04,0.045,0.059,0.041,0.062,0.046
45,0.041,0.038,0.044,0.05,0.052,0.047,0.043,0.044,0.045,0.043,0.117,0.04,0.064,0.042,0.034,0.047,0.049,0.054,0.044,0.062
46,0.052,0.051,0.045,0.05,0.048,0.048,0.04,0.039,0.043,0.044,0.127,0.034,0.054,0.047,0.029,0.053,0.048,0.045,0.053,0.05
47,0.044,0.06,0.056,0.051,0.045,0.059,0.03,0.041,0.042,0.038,0.113,0.039,0.047,0.039,0.059,0.049,0.045,0.048,0.036,0.059
48,0.039,0.047,0.057,0.048,0.048,0.043,0.038,0.043,0.051,0.042,0.13,0.04,0.063,0.041,0.038,0.048,0.043,0.044,0.047,0.05
49,0.053,0.055,0.045,0.039,0.05,0.041,0.045,0.038,0.049,0.041,0.114,0.044,0.045,0.04,0.043,0.043,0.051,0.047,0.054,0.063
50,0.049,0.051,0.049,0.044,0.038,0.041,0.049,0.046,0.045,0.041,0.112,0.054,0.036,0.042,0.054,0.044,0.048,0.06,0.048,0.049
51,0.048,0.042,0.057,0.046,0.051,0.042,0.034,0.043,0.057,0.033,0.122,0.035,0.046,0.036,0.05,0.055,0.053,0.064,0.043,0.043
52,0.055,0.056,0.056,0.039,0.044,0.043,0.035,0.046,0.045,0.044,0.111,0.041,0.051,0.046,0.035,0.051,0.04,0.057,0.061,0.044
53,0.052,0.052,0.046,0.054,0.052,0.044,0.052,0.032,0.042,0.051,0.099,0.035,0.041,0.049,0.049,0.044,0.057,0.047,0.053,0.049
54,0.058,0.047,0.048,0.049,0.053,0.042,0.034,0.047,0.047,0.054,0.104,0.043,0.046,0.051,0.041,0.04,0.049,0.052,0.039,0.056
55,0.053,0.065,0.049,0.041,0.054,0.045,0.041,0.038,0.046,0.035,0.098,0.04,0.057,0.04,0.054,0.051,0.053,0.05,0.037,0.053
56,0.049,0.046,0.051,0.044,0.045,0.041,0.049,0.036,0.051,0.044,0.105,0.051,0.05,0.048,0.038,0.039,0.047,0.045,0.064,0.057
57,0.057,0.054,0.043,0.045,0.045,0.033,0.044,0.041,0.065,0.04,0.11,0.05,0.043,0.038,0.035,0.049,0.048,0.056,0.05,0.054
58,0.052,0.044,0.047,0.05,0.052,0.05,0.053,0.028,0.041,0.043,0.116,0.041,0.049,0.041,0.037,0.039,0.051,0.049,0.058,0.059
59,0.051,0.048,0.038,0.045,0.058,0.039,0.033,0.051,0.04,0.044,0.114,0.054,0.046,0.053,0.047,0.044,0.042,0.051,0.061,0.041
60,0.051,0.048,0.055,0.04,0.056,0.036,0.04,0.038,0.047,0.042,0.1,0.046,0.049,0.053,0.045,0.052,0.043,0.055,0.051,0.053
61,0.055,0.036,0.048,0.046,0.045,0.036,0.048,0.032,0.043,0.045,0.102,0.035,0.041,0.055,0.041,0.064,0.058,0.061,0.055,0.054
62,0.055,0.05,0.059,0.045,0.046,0.047,0.043,0.042,0.032,0.038,0.119,0.034,0.048,0.041,0.054,0.057,0.048,0.043,0.045,0.054
63,0.052,0.038,0.047,0.042,0.055,0.042,0.048,0.038,0.041,0.05,0.134,0.047,0.055,0.041,0.038,0.029,0.054,0.045,0.055,0.049
64,0.049,0.042,0.043,0.055,0.043,0.054,0.039,0.034,0.044,0.049,0.124,0.044,0.042,0.037,0.048,0.053,0.047,0.049,0.055,0.049
65,0.053,0.053,0.051,0.059,0.048,0.035,0.038,0.045,0.047,0.03,0.114,0.045,0.045,0.044,0.055,0.043,0.041,0.05,0.052,0.052
66,0.051,0.043,0.056,0.052,0.053,0.037,0.033,0.041,0.042,0.068,0.112,0.04,0.048,0.045,0.052,0.039,0.045,0.046,0.049,0.048
67,0.056,0.036,0.045,0.053,0.036,0.045,0.05,0.051,0.038,0.039,0.106,0.04,0.061,0.052,0.041,0.048,0.046,0.049,0.051,0.057
68,0.049,0.047,0.044,0.045,0.039,0.046,0.035,0.035,0.057,0.051,0.113,0.044,0.046,0.046,0.037,0.044,0.057,0.051,0.052,0.062
69,0.059,0.044,0.055,0.058,0.044,0.043,0.039,0.048,0.041,0.044,0.122,0.043,0.044,0.05,0.04,0.043,0.041,0.054,0.046,0.042
70,0.048,0.055,0.054,0.051,0.043,0.043,0.042,0.041,0.046,0.05,0.088,0.045,0.053,0.041,0.052,0.047,0.058,0.045,0.046,0.052
71,0.052,0.046,0.046,0.056,0.055,0.043,0.044,0.039,0.044,0.038,0.124,0.034,0.044,0.052,0.052,0.051,0.044,0.046,0.037,0.053
72,0.048,0.054,0.054,0.053,0.04,0.038,0.038,0.059,0.042,0.043,0.106,0.035,0.047,0.045,0.055,0.044,0.051,0.052,0.049,0.047
73,0.05,0.042,0.046,0.046,0.052,0.039,0.039,0.04,0.049,0.045,0.115,0.033,0.064,0.049,0.044,0.05,0.054,0.048,0.049,0.046
74,0.05,0.044,0.042,0.059,0.036,0.04,0.045,0.038,0.043,0.046,0.095,0.051,0.05,0.045,0.042,0.058,0.057,0.054,0.052,0.053
75,0.054,0.051,0.052,0.052,0.032,0.046,0.042,0.047,0.042,0.04,0.114,0.046,0.034,0.059,0.052,0.044,0.046,0.051,0.051,0.045
76,0.046,0.056,0.047,0.056,0.041,0.034,0.036,0.037,0.044,0.04,0.109,0.051,0.057,0.041,0.044,0.062,0.046,0.058,0.042,0.053
77,0.052,0.051,0.062,0.047,0.043,0.059,0.043,0.051,0.045,0.044,0.096,0.043,0.049,0.04,0.058,0.044,0.039,0.045,0.042,0.047
78,0.055,0.058,0.045,0.05,0.05,0.039,0.039,0.045,0.038,0.056,0.125,0.031,0.036,0.042,0.055,0.041,0.042,0.047,0.048,0.058
79,0.049,0.043,0.045,0.045,0.05,0.039,0.036,0.037,0.049,0.045,0.111,0.051,0.051,0.051,0.06,0.046,0.047,0.049,0.048,0.048
80,0.056,0.05,0.053,0.041,0.038,0.043,0.046,0.05,0.043,0.038,0.109,0.039,0.042,0.043,0.05,0.043,0.051,0.052,0.06,0.053
81,0.05,0.053,0.046,0.052,0.037,0.049,0.049,0.041,0.047,0.039,0.117,0.052,0.049,0.042,0.043,0.044,0.04,0.039,0.065,0.046
82,0.055,0.048,0.042,0.057,0.041,0.038,0.027,0.034,0.051,0.043,0.126,0.047,0.052,0.044,0.045,0.042,0.051,0.051,0.056,0.05
83,0.048,0.038,0.055,0.041,0.052,0.037,0.031,0.048,0.053,0.042,0.094,0.047,0.043,0.047,0.05,0.05,0.057,0.056,0.053,0.058
84,0.05,0.052,0.046,0.047,0.057,0.044,0.047,0.041,0.037,0.039,0.126,0.034,0.052,0.048,0.035,0.047,0.048,0.043,0.053,0.054
85,0.055,0.05,0.059,0.048,0.033,0.041,0.055,0.057,0.045,0.039,0.117,0.039,0.043,0.04,0.046,0.058,0.047,0.04,0.044,0.044
86,0.048,0.053,0.052,0.043,0.04,0.043,0.046,0.047,0.041,0.03,0.104,0.042,0.053,0.054,0.038,0.059,0.042,0.054,0.064,0.047
87,0.055,0.047,0.055,0.043,0.041,0.041,0.049,0.044,0.053,0.049,0.116,0.037,0.039,0.041,0.046,0.049,0.04,0.058,0.046,0.051
88,0.054,0.062,0.05,0.044,0.045,0.036,0.05,0.053,0.041,0.041,0.099,0.041,0.062,0.037,0.05,0.049,0.035,0.045,0.059,0.047
89,0.042,0.048,0.046,0.052,0.044,0.048,0.04,0.046,0.038,0.045,0.104,0.047,0.053,0.052,0.042,0.055,0.037,0.059,0.058,0.044
90,0.046,0.045,0.052,0.054,0.031,0.053,0.039,0.046,0.046,0.041,0.115,0.049,0.043,0.047,0.041,0.046,0.059,0.046,0.053,0.048
91,0.048,0.05,0.048,0.044,0.043,0.05,0.041,0.049,0.056,0.035,0.112,0.047,0.045,0.043,0.05,0.04,0.058,0.04,0.049,0.052
92,0.054,0.047,0.039,0.044,0.048,0.039,0.037,0.041,0.053,0.038,0.106,0.052,0.044,0.052,0.049,0.047,0.046,0.057,0.05,0.057
93,0.045,0.053,0.047,0.045,0.047,0.049,0.045,0.043,0.05,0.032,0.107,0.042,0.043,0.046,0.04,0.035,0.056,0.065,0.057,0.053
94,0.06,0.046,0.048,0.044,0.049,0.035,0.042,0.046,0.048,0.034,0.106,0.049,0.051,0.046,0.04,0.045,0.048,0.043,0.064,0.056
95,0.06,0.049,0.048,0.044,0.044,0.044,0.043,0.048,0.041,0.032,0.118,0.043,0.042,0.041,0.054,0.048,0.04,0.055,0.064,0.042
96,0.047,0.049,0.053,0.05,0.046,0.038,0.051,0.052,0.047,0.032,0.106,0.037,0.057,0.044,0.044,0.042,0.044,0.053,0.05,0.058
97,0.048,0.049,0.043,0.044,0.046,0.046,0.053,0.036,0.043,0.032,0.104,0.03,0.055,0.047,0.055,0.054,0.036,0.065,0.057,0.057
98,0.047,0.055,0.048,0.043,0.039,0.047,0.037,0.055,0.043,0.048,0.107,0.048,0.049,0.05,0.048,0.048,0.049,0.051,0.049,0.039
99,0.046,0.053,0.054,0.034,0.045,0.053,0.037,0.044,0.044,0.041,0.097,0.041,0.05,0.05,0.038,0.054,0.061,0.059,0.049,0.05
100,0.064,0.054,0.047,0.053,0.051,0.031,0.054,0.042,0.051,0.043,0.096,0.04,0.046,0.03,0.048,0.052,0.054,0.05,0.045,0.049
101,0.055,0.042,0.055,0.037,0.046,0.043,0.05,0.038,0.041,0.042,0.104,0.044,0.051,0.047,0.049,0.047,0.044,0.059,0.049,0.057
102,0.053,0.056,0.048,0.058,0.05,0.046,0.035,0.041,0.04,0.04,0.1,0.049,0.052,0.04,0.036,0.042,0.053,0.056,0.047,0.058
103,0.052,0.048,0.042,0.056,0.052,0.033,0.03,0.047,0.044,0.045,0.121,0.041,0.051,0.049,0.044,0.043,0.037,0.057,0.051,0.057
104,0.043,0.042,0.065,0.046,0.028,0.039,0.043,0.033,0.046,0.037,0.122,0.043,0.057,0.042,0.046,0.057,0.051,0.055,0.05,0.055
105,0.051,0.039,0.047,0.043,0.052,0.036,0.038,0.052,0.042,0.038,0.106,0.044,0.056,0.066,0.048,0.038,0.044,0.047,0.044,0.069
106,0.055,0.053,0.049,0.052,0.05,0.037,0.037,0.035,0.047,0.045,0.108,0.034,0.052,0.049,0.044,0.047,0.044,0.051,0.051,0.06
107,0.058,0.052,0.047,0.053,0.046,0.049,0.045,0.035,0.045,0.044,0.106,0.05,0.052,0.046,0.031,0.045,0.049,0.046,0.055,0.046
108,0.049,0.045,0.046,0.045,0.046,0.047,0.044,0.057,0.047,0.046,0.109,0.044,0.041,0.056,0.038,0.038,0.04,0.061,0.049,0.052
109,0.053,0.057,0.054,0.04,0.046,0.051,0.038,0.039,0.046,0.039,0.111,0.053,0.045,0.055,0.043,0.054,0.042,0.053,0.043,0.038
110,0.063,0.045,0.042,0.055,0.04,0.048,0.048,0.043,0.049,0.046,0.1,0.038,0.035,0.041,0.05,0.047,0.044,0.049,0.059,0.058
111,0.053,0.038,0.047,0.056,0.042,0.043,0.041,0.043,0.038,0.042,0.11,0.058,0.033,0.046,0.051,0.046,0.043,0.058,0.056,0.056
112,0.059,0.053,0.053,0.032,0.037,0.047,0.038,0.053,0.044,0.045,0.117,0.041,0.034,0.052,0.044,0.051,0.043,0.051,0.062,0.044
113,0.058,0.055,0.054,0.056,0.034,0.044,0.055,0.039,0.042,0.043,0.11,0.036,0.048,0.036,0.039,0.048,0.058,0.045,0.055,0.045
114,0.056,0.041,0.045,0.042,0.043,0.034,0.043,0.045,0.045,0.037,0.123,0.045,0.056,0.049,0.05,0.038,0.053,0.049,0.048,0.058
115,0.072,0.052,0.05,0.056,0.038,0.043,0.042,0.039,0.046,0.043,0.102,0.039,0.042,0.04,0.042,0.054,0.05,0.041,0.062,0.047
116,0.056,0.048,0.047,0.046,0.029,0.048,0.042,0.035,0.043,0.045,0.105,0.047,0.044,0.05,0.062,0.043,0.044,0.051,0.062,0.053
117,0.055,0.044,0.045,0.036,0.049,0.05,0.047,0.048,0.039,0.051,0.091,0.04,0.039,0.047,0.049,0.048,0.061,0.049,0.051,0.061
118,0.07,0.042,0.057,0.056,0.049,0.05,0.042,0.042,0.039,0.043,0.108,0.036,0.043,0.046,0.036,0.051,0.037,0.049,0.051,0.053
119,0.063,0.055,0.051,0.06,0.042,0.05,0.05,0.05,0.045,0.04,0.108,0.038,0.046,0.035,0.041,0.042,0.052,0.046,0.049,0.037
120,0.051,0.042,0.052,0.04,0.038,0.051,0.044,0.047,0.036,0.03,0.1,0.043,0.053,0.059,0.049,0.062,0.044,0.063,0.05,0.046
121,0.057,0.052,0.048,0.049,0.051,0.053,0.046,0.041,0.034,0.035,0.112,0.038,0.042,0.041,0.039,0.046,0.054,0.053,0.057,0.052
122,0.051,0.049,0.043,0.047,0.043,0.038,0.057,0.042,0.039,0.036,0.13,0.042,0.049,0.041,0.057,0.046,0.063,0.042,0.037,0.048
123,0.056,0.046,0.062,0.052,0.039,0.059,0.039,0.036,0.044,0.035,0.115,0.043,0.051,0.043,0.054,0.044,0.046,0.049,0.035,0.052
124,0.048,0.038,0.048,0.07,0.044,0.048,0.042,0.043,0.042,0.047,0.11,0.037,0.054,0.051,0.043,0.041,0.061,0.044,0.044,0.045
125,0.05,0.049,0.058,0.058,0.043,0.044,0.053,0.052,0.049,0.044,0.103,0.037,0.043,0.054,0.043,0.043,0.043,0.042,0.052,0.04
126,0.04,0.053,0.045,0.053,0.043,0.042,0.046,0.044,0.059,0.048,0.123,0.042,0.05,0.042,0.043,0.044,0.047,0.048,0.035,0.053
127,0.046,0.056,0.049,0.044,0.044,0.04,0.047,0.051,0.043,0.05,0.098,0.035,0.05,0.051,0.045,0.05,0.049,0.051,0.044,0.057
128,0.052,0.047,0.044,0.05,0.039,0.037,0.034,0.049,0.041,0.047,0.124,0.038,0.062,0.046,0.051,0.054,0.035,0.056,0.037,0.057
129,0.062,0.047,0.053,0.053,0.039,0.055,0.044,0.037,0.036,0.036,0.106,0.043,0.046,0.045,0.043,0.04,0.048,0.053,0.051,0.063
130,0.048,0.053,0.05,0.05,0.038,0.041,0.039,0.04,0.046,0.047,0.098,0.051,0.052,0.047,0.049,0.047,0.05,0.046,0.059,0.049
131,0.054,0.053,0.042,0.051,0.047,0.052,0.044,0.035,0.041,0.041,0.118,0.04,0.048,0.045,0.042,0.054,0.037,0.053,0.054,0.049
132,0.056,0.054,0.049,0.058,0.039,0.055,0.042,0.035,0.03,0.035,0.117,0.047,0.043,0.041,0.04,0.044,0.046,0.066,0.051,0.052
133,0.045,0.05,0.043,0.047,0.048,0.043,0.048,0.042,0.045,0.039,0.125,0.044,0.054,0.056,0.033,0.042,0.048,0.047,0.05,0.051
134,0.067,0.057,0.051,0.052,0.053,0.045,0.047,0.046,0.036,0.045,0.097,0.04,0.041,0.052,0.048,0.048,0.045,0.041,0.04,0.049
135,0.051,0.046,0.046,0.054,0.058,0.052,0.042,0.041,0.051,0.033,0.099,0.052,0.043,0.049,0.037,0.046,0.053,0.044,0.048,0.055
136,0.072,0.055,0.041,0.043,0.05,0.037,0.042,0.044,0.056,0.045,0.101,0.039,0.056,0.047,0.042,0.045,0.04,0.049,0.037,0.059
137,0.053,0.057,0.047,0.051,0.047,0.038,0.043,0.036,0.041,0.048,0.111,0.044,0.044,0.047,0.043,0.059,0.046,0.05,0.048,0.047
138,0.056,0.056,0.054,0.041,0.034,0.03,0.04,0.039,0.039,0.044,0.124,0.045,0.045,0.043,0.056,0.056,0.044,0.043,0.051,0.06
139,0.056,0.057,0.045,0.049,0.047,0.04,0.046,0.044,0.042,0.036,0.104,0.029,0.046,0.046,0.051,0.052,0.037,0.056,0.056,0.061
140,0.048,0.054,0.055,0.044,0.043,0.058,0.049,0.041,0.041,0.044,0.102,0.041,0.05,0.042,0.043,0.059,0.039,0.043,0.053,0.051
141,0.045,0.056,0.047,0.05,0.054,0.048,0.032,0.042,0.051,0.037,0.11,0.048,0.043,0.044,0.035,0.056,0.043,0.056,0.056,0.047
142,0.056,0.047,0.055,0.05,0.063,0.037,0.043,0.041,0.04,0.049,0.122,0.032,0.042,0.043,0.04,0.048,0.053,0.041,0.046,0.052
143,0.044,0.052,0.057,0.047,0.038,0.04,0.048,0.035,0.039,0.051,0.121,0.035,0.047,0.046,0.039,0.047,0.045,0.064,0.04,0.065
144,0.057,0.039,0.064,0.045,0.048,0.044,0.051,0.044,0.049,0.035,0.105,0.042,0.044,0.051,0.04,0.04,0.056,0.071,0.041,0.034
145,0.054,0.053,0.06,0.056,0.038,0.05,0.045,0.045,0.035,0.039,0.118,0.046,0.055,0.044,0.038,0.041,0.039,0.049,0.047,0.048
146,0.055,0.053,0.038,0.055,0.038,0.043,0.036,0.034,0.039,0.044,0.118,0.049,0.043,0.044,0.062,0.052,0.044,0.053,0.04,0.06
147,0.049,0.049,0.056,0.042,0.046,0.044,0.046,0.036,0.039,0.043,0.121,0.046,0.047,0.037,0.046,0.054,0.048,0.05,0.052,0.049
148,0.058,0.057,0.055,0.055,0.042,0.042,0.042,0.043,0.043,0.036,0.094,0.047,0.041,0.038,0.045,0.05,0.059,0.058,0.047,0.048
149,0.053,0.052,0.054,0.053,0.044,0.054,0.046,0.044,0.047,0.04,0.105,0.05,0.048,0.037,0.04,0.05,0.042,0.049,0.047,0.045
150,0.046,0.037,0.06,0.061,0.051,0.039,0.034,0.042,0.045,0.041,0.094,0.032,0.054,0.046,0.054,0.046,0.043,0.06,0.053,0.062
151,0.062,0.044,0.037,0.052,0.038,0.032,0.043,0.04,0.048,0.036,0.122,0.044,0.046,0.053,0.045,0.042,0.049,0.048,0.051,0.068
152,0.053,0.051,0.052,0.046,0.044,0.043,0.044,0.036,0.051,0.045,0.101,0.035,0.047,0.055,0.042,0.049,0.054,0.042,0.053,0.057
153,0.069,0.055,0.043,0.041,0.044,0.04,0.041,0.039,0.038,0.039,0.108,0.047,0.044,0.048,0.041,0.065,0.043,0.057,0.043,0.055
154,0.062,0.057,0.056,0.047,0.034,0.045,0.047,0.03,0.043,0.051,0.101,0.041,0.051,0.057,0.041,0.051,0.041,0.04,0.055,0.05
155,0.058,0.051,0.046,0.052,0.039,0.035,0.045,0.059,0.046,0.041,0.108,0.037,0.047,0.052,0.044,0.048,0.049,0.042,0.061,0.04
156,0.059,0.047,0.048,0.059,0.045,0.049,0.051,0.057,0.034,0.041,0.102,0.048,0.047,0.047,0.029,0.037,0.048,0.06,0.044,0.048
157,0.055,0.056,0.049,0.056,0.047,0.044,0.044,0.041,0.05,0.049,0.106,0.045,0.04,0.045,0.036,0.039,0.043,0.042,0.053,0.06
158,0.057,0.055,0.05,0.045,0.04,0.044,0.052,0.041,0.048,0.035,0.101,0.052,0.054,0.04,0.031,0.042,0.045,0.058,0.055,0.055
159,0.062,0.05,0.052,0.047,0.039,0.036,0.038,0.045,0.05,0.045,0.107,0.046,0.055,0.038,0.039,0.044,0.045,0.05,0.053,0.059
160,0.053,0.046,0.04,0.055,0.047,0.038,0.051,0.041,0.041,0.047,0.119,0.038,0.045,0.035,0.044,0.051,0.064,0.043,0.045,0.057
161,0.055,0.045,0.042,0.057,0.053,0.043,0.033,0.036,0.047,0.036,0.107,0.045,0.06,0.041,0.055,0.044,0.044,0.061,0.053,0.043
162,0.049,0.058,0.045,0.044,0.04,0.044,0.035,0.049,0.04,0.035,0.119,0.059,0.043,0.053,0.046,0.051,0.045,0.05,0.051,0.044
163,0.042,0.046,0.045,0.058,0.045,0.047,0.039,0.037,0.054,0.036,0.109,0.04,0.055,0.041,0.046,0.043,0.058,0.058,0.045,0.056
164,0.05,0.06,0.046,0.045,0.049,0.036,0.055,0.032,0.051,0.039,0.109,0.04,0.054,0.032,0.049,0.054,0.043,0.051,0.045,0.06
165,0.049,0.052,0.049,0.037,0.067,0.034,0.044,0.047,0.043,0.041,0.113,0.036,0.043,0.042,0.043,0.048,0.041,0.058,0.058,0.055
166,0.055,0.05,0.049,0.039,0.049,0.051,0.039,0.044,0.051,0.045,0.105,0.041,0.048,0.036,0.035,0.045,0.052,0.056,0.055,0.055
167,0.04,0.06,0.053,0.049,0.037,0.029,0.036,0.04,0.045,0.04,0.12,0.044,0.058,0.047,0.046,0.055,0.052,0.052,0.056,0.041
168,0.048,0.064,0.055,0.045,0.047,0.037,0.037,0.037,0.051,0.044,0.117,0.055,0.046,0.039,0.045,0.053,0.031,0.046,0.058,0.045
